imageFile,index,elapsedTime,use
image_59.png,59,29.00361111,TRUE
image_60.png,60,29.50361111,TRUE
image_61.png,61,30.00361111,TRUE
image_62.png,62,30.50361111,TRUE
image_63.png,63,31.00361111,TRUE
image_64.png,64,31.50361111,TRUE
image_65.png,65,32.00361111,FALSE
image_66.png,66,32.50361111,FALSE
image_67.png,67,33.00361111,FALSE
image_68.png,68,33.50361111,FALSE
image_69.png,69,34.00361111,FALSE
image_70.png,70,34.50361111,FALSE
image_71.png,71,35.00361111,FALSE
image_72.png,72,35.50361111,FALSE
image_73.png,73,36.00361111,FALSE
image_74.png,74,36.50361111,FALSE
image_75.png,75,37.00361111,FALSE
image_76.png,76,37.50361111,FALSE
image_77.png,77,38.00361111,FALSE
image_78.png,78,38.50361111,FALSE
image_79.png,79,39.00361111,FALSE
image_80.png,80,39.50361111,FALSE
image_81.png,81,40.00361111,FALSE
image_82.png,82,40.50361111,FALSE
image_83.png,83,41.00361111,FALSE
image_84.png,84,41.50361111,FALSE
image_85.png,85,42.00361111,FALSE
image_86.png,86,42.50361111,FALSE
image_87.png,87,43.00361111,FALSE
image_88.png,88,43.48694444,FALSE
image_89.png,89,43.98694444,FALSE
image_90.png,90,44.48694444,FALSE
image_91.png,91,44.98694444,FALSE
image_92.png,92,45.48694444,FALSE
image_93.png,93,45.98694444,FALSE
image_94.png,94,46.48694444,FALSE
image_95.png,95,46.98694444,FALSE
image_96.png,96,47.48694444,FALSE
image_97.png,97,47.98694444,FALSE
image_98.png,98,48.48694444,FALSE
image_99.png,99,48.98694444,FALSE
image_100.png,100,49.48694444,FALSE
image_101.png,101,49.98694444,FALSE
image_102.png,102,50.48694444,FALSE
image_103.png,103,50.98694444,FALSE
image_104.png,104,51.48694444,FALSE
image_105.png,105,51.98694444,FALSE
image_106.png,106,52.48694444,FALSE
image_107.png,107,52.98694444,FALSE
image_108.png,108,53.48694444,FALSE
image_109.png,109,53.98694444,FALSE
image_110.png,110,54.48694444,FALSE
image_111.png,111,54.98694444,FALSE
image_112.png,112,55.48694444,FALSE
image_113.png,113,55.98694444,FALSE
image_114.png,114,56.48694444,FALSE
image_115.png,115,56.98694444,FALSE
image_116.png,116,57.48694444,FALSE
image_117.png,117,57.98694444,FALSE
image_118.png,118,58.48694444,FALSE
image_119.png,119,58.98694444,FALSE
image_120.png,120,59.48694444,FALSE
image_121.png,121,59.98694444,FALSE
image_122.png,122,60.48694444,FALSE
image_123.png,123,60.98694444,FALSE
image_124.png,124,61.48694444,FALSE
image_125.png,125,61.98694444,FALSE
image_126.png,126,62.48694444,FALSE
image_127.png,127,62.98694444,FALSE
image_128.png,128,63.48722222,FALSE
image_129.png,129,63.98722222,FALSE
image_130.png,130,64.48722222,FALSE
image_131.png,131,64.98722222,FALSE
image_132.png,132,65.48722222,FALSE
image_133.png,133,65.98722222,FALSE
image_134.png,134,66.48722222,FALSE
image_135.png,135,66.98722222,FALSE
image_136.png,136,67.48722222,FALSE
image_137.png,137,67.98722222,FALSE
image_138.png,138,68.48722222,FALSE
image_139.png,139,68.98722222,FALSE
image_140.png,140,69.48722222,FALSE
image_141.png,141,69.98722222,FALSE
image_142.png,142,70.48722222,FALSE
image_143.png,143,70.98722222,FALSE
image_144.png,144,71.48722222,FALSE
image_145.png,145,71.98722222,FALSE
image_146.png,146,72.48722222,FALSE
image_147.png,147,72.98722222,FALSE
image_148.png,148,73.48722222,FALSE
image_149.png,149,73.98722222,FALSE
image_150.png,150,74.48722222,FALSE
image_151.png,151,74.98722222,FALSE
image_152.png,152,75.48722222,FALSE
image_153.png,153,75.98722222,FALSE
image_154.png,154,76.48722222,FALSE
image_155.png,155,76.98722222,FALSE
image_156.png,156,77.48722222,FALSE
image_157.png,157,77.98722222,FALSE
image_158.png,158,78.48722222,FALSE
image_159.png,159,78.98722222,FALSE
image_160.png,160,79.48722222,FALSE
image_161.png,161,79.98722222,FALSE
image_162.png,162,80.48722222,FALSE
image_163.png,163,80.98722222,FALSE
image_164.png,164,81.48722222,FALSE
image_165.png,165,81.98722222,FALSE
image_166.png,166,82.48722222,FALSE
image_167.png,167,82.98722222,FALSE
image_168.png,168,83.48722222,FALSE
image_169.png,169,82.98722222,FALSE
image_170.png,170,83.48722222,FALSE
image_171.png,171,83.98722222,FALSE
image_172.png,172,84.48722222,FALSE
image_173.png,173,84.98722222,FALSE
image_174.png,174,85.48722222,FALSE
image_175.png,175,85.98722222,FALSE
image_176.png,176,86.48722222,FALSE
image_177.png,177,86.98722222,FALSE
image_178.png,178,87.48722222,FALSE
image_179.png,179,87.98722222,FALSE
image_180.png,180,88.48722222,FALSE
image_181.png,181,88.98722222,FALSE
image_182.png,182,89.48722222,FALSE
image_183.png,183,89.98722222,FALSE
image_184.png,184,90.48722222,FALSE
image_185.png,185,90.98722222,FALSE
image_186.png,186,91.48722222,FALSE
image_187.png,187,91.98722222,FALSE
image_188.png,188,92.48722222,FALSE
image_189.png,189,92.98722222,FALSE
image_190.png,190,93.48722222,FALSE
image_191.png,191,93.98722222,FALSE
image_192.png,192,94.48722222,FALSE
image_193.png,193,94.98722222,FALSE
image_194.png,194,95.48722222,FALSE
image_195.png,195,95.98722222,FALSE
image_196.png,196,96.48722222,FALSE
image_197.png,197,96.98722222,FALSE
image_198.png,198,97.48722222,FALSE
image_199.png,199,97.98722222,FALSE
image_200.png,200,98.48722222,TRUE
image_201.png,201,98.98722222,TRUE
image_202.png,202,99.48722222,TRUE
image_203.png,203,99.98722222,TRUE
image_204.png,204,100.4872222,TRUE
image_205.png,205,100.9872222,TRUE
image_206.png,206,101.4872222,TRUE
image_207.png,207,101.9872222,TRUE
image_208.png,208,102.4872222,TRUE
image_209.png,209,102.9872222,TRUE
image_210.png,210,103.4872222,FALSE
image_211.png,211,103.9872222,FALSE
image_212.png,212,104.4872222,FALSE
image_213.png,213,104.9872222,FALSE
image_214.png,214,105.4872222,FALSE
image_215.png,215,105.9872222,FALSE
image_216.png,216,106.4872222,FALSE
image_217.png,217,106.9872222,FALSE
image_218.png,218,107.4872222,FALSE
image_219.png,219,107.9872222,FALSE
image_220.png,220,108.4872222,FALSE
image_221.png,221,108.9872222,FALSE
image_222.png,222,109.4872222,FALSE
image_223.png,223,109.9875,FALSE
image_224.png,224,110.4875,FALSE
image_225.png,225,110.9875,FALSE
image_226.png,226,111.4875,FALSE
image_227.png,227,111.9875,FALSE
image_228.png,228,112.4875,FALSE
image_229.png,229,112.9875,FALSE
image_230.png,230,113.4875,FALSE
image_231.png,231,113.9875,FALSE
image_232.png,232,114.4875,FALSE
image_233.png,233,114.9875,FALSE
image_234.png,234,115.4875,FALSE
image_235.png,235,115.9875,FALSE
image_236.png,236,116.4875,FALSE
image_237.png,237,116.9875,FALSE
image_238.png,238,117.4875,FALSE
image_239.png,239,117.9875,FALSE
image_240.png,240,118.4875,FALSE
image_241.png,241,118.9875,FALSE
image_242.png,242,119.4875,FALSE
image_243.png,243,119.9875,FALSE
image_244.png,244,120.4875,FALSE
image_245.png,245,120.9875,FALSE
image_246.png,246,121.4875,FALSE
image_247.png,247,121.9875,FALSE
image_248.png,248,122.4875,FALSE
image_249.png,249,122.9875,FALSE
image_250.png,250,123.4875,FALSE
image_251.png,251,123.9875,FALSE
image_252.png,252,124.4875,FALSE
image_253.png,253,124.9875,FALSE
image_254.png,254,125.4875,FALSE
image_255.png,255,125.9875,FALSE
image_256.png,256,126.4875,FALSE
image_257.png,257,126.9875,FALSE
image_258.png,258,127.4875,FALSE
image_259.png,259,127.9875,FALSE
image_260.png,260,128.4875,FALSE
image_261.png,261,128.9875,FALSE
image_262.png,262,129.4875,FALSE
image_263.png,263,129.9875,FALSE
image_264.png,264,130.4875,FALSE
image_265.png,265,130.9875,FALSE
image_266.png,266,131.4875,FALSE
image_267.png,267,131.9875,FALSE
image_268.png,268,132.4875,FALSE
image_269.png,269,132.9875,FALSE
image_270.png,270,133.4875,FALSE
image_271.png,271,133.9875,FALSE
image_272.png,272,134.4875,FALSE
image_273.png,273,134.9875,FALSE
image_274.png,274,135.4875,FALSE
image_275.png,275,135.9875,FALSE
image_276.png,276,136.4875,FALSE
image_277.png,277,136.9875,FALSE
image_278.png,278,137.4875,FALSE
image_279.png,279,137.9875,FALSE
image_280.png,280,138.4875,FALSE
image_281.png,281,138.9875,FALSE
image_282.png,282,139.4875,FALSE
image_283.png,283,139.9875,FALSE
image_284.png,284,140.4875,FALSE
image_285.png,285,140.9875,FALSE
image_286.png,286,141.4875,FALSE
image_287.png,287,141.9875,FALSE
image_288.png,288,142.4875,FALSE
image_289.png,289,,FALSE
image_290.png,290,,FALSE
image_291.png,291,,FALSE
image_292.png,292,,FALSE
image_293.png,293,,FALSE
image_294.png,294,,FALSE
image_295.png,295,,FALSE
image_296.png,296,,FALSE
image_297.png,297,,FALSE
image_298.png,298,,FALSE
image_299.png,299,,FALSE
image_300.png,300,,FALSE
image_301.png,301,,FALSE
image_302.png,302,,FALSE
image_303.png,303,,FALSE
image_304.png,304,,FALSE
image_305.png,305,,FALSE
image_306.png,306,,FALSE
image_307.png,307,,FALSE
image_308.png,308,,FALSE
image_309.png,309,,FALSE
image_310.png,310,,FALSE
image_311.png,311,,FALSE
image_312.png,312,,FALSE
image_313.png,313,,FALSE
image_314.png,314,,FALSE
image_315.png,315,,FALSE
image_316.png,316,,FALSE
image_317.png,317,,FALSE
image_318.png,318,,FALSE
image_319.png,319,,FALSE
image_320.png,320,,FALSE
image_321.png,321,,FALSE
image_322.png,322,,FALSE
image_323.png,323,,FALSE
image_324.png,324,,FALSE
image_325.png,325,,FALSE
image_326.png,326,,FALSE
image_327.png,327,,FALSE
image_328.png,328,,FALSE
image_329.png,329,,FALSE
image_330.png,330,,FALSE
image_331.png,331,,FALSE
