imageFile,index,elapsedTime,use
image_1.png,1,0.003333333,TRUE
image_2.png,2,0.503333333,TRUE
image_3.png,3,1.003333333,TRUE
image_4.png,4,1.503333333,TRUE
image_5.png,5,2.003333333,TRUE
image_6.png,6,2.503333333,TRUE
image_7.png,7,3.003333333,TRUE
image_8.png,8,3.503333333,TRUE
image_9.png,9,4.003333333,TRUE
image_10.png,10,4.503333333,TRUE
image_11.png,11,5.003333333,TRUE
image_12.png,12,5.503333333,TRUE
image_13.png,13,6.003333333,TRUE
image_14.png,14,6.503333333,TRUE
image_15.png,15,7.003333333,TRUE
image_16.png,16,7.503333333,TRUE
image_17.png,17,8.003333333,TRUE
image_18.png,18,8.503333333,TRUE
image_19.png,19,9.003333333,TRUE
image_20.png,20,9.503333333,TRUE
image_21.png,21,10.00333333,TRUE
image_22.png,22,10.50333333,TRUE
image_23.png,23,11.00333333,TRUE
image_24.png,24,11.50333333,TRUE
image_25.png,25,12.00333333,TRUE
image_26.png,26,12.50333333,TRUE
image_27.png,27,13.00333333,TRUE
image_28.png,28,13.50333333,TRUE
image_29.png,29,14.00333333,TRUE
image_30.png,30,14.50333333,TRUE
image_31.png,31,15.00333333,TRUE
image_32.png,32,15.50333333,TRUE
image_33.png,33,16.00333333,TRUE
image_34.png,34,16.50333333,TRUE
image_35.png,35,17.00333333,TRUE
image_36.png,36,17.50333333,TRUE
image_37.png,37,18.00333333,TRUE
image_38.png,38,18.50333333,TRUE
image_39.png,39,19.00333333,TRUE
image_40.png,40,19.50361111,TRUE
image_41.png,41,20.00361111,TRUE
image_42.png,42,20.50361111,TRUE
image_43.png,43,21.00361111,TRUE
image_44.png,44,21.50361111,TRUE
image_45.png,45,22.00361111,TRUE
image_46.png,46,22.50361111,TRUE
image_47.png,47,23.00361111,TRUE
image_48.png,48,23.50361111,TRUE
image_49.png,49,24.00361111,TRUE
image_50.png,50,24.50361111,TRUE
image_51.png,51,25.00361111,TRUE
image_52.png,52,25.50361111,TRUE
image_53.png,53,26.00361111,TRUE
image_54.png,54,26.50361111,TRUE
image_55.png,55,27.00361111,TRUE
image_56.png,56,27.50361111,TRUE
image_57.png,57,28.00361111,TRUE
image_58.png,58,28.50361111,TRUE
